division,calendar_week,paid_views,organic_views,google_impressions,email_impressions,facebook_impressions,affiliate_impressions,overall_views,sales,year,month,season,spend_google,spend_email,spend_facebook,spend_affiliate
O,2018-12-15,46855,7485,2395955,1455292.875,428681,18056,54102,781954,2018,12,Winter,4791.91,1455.29,643.02,21.67
O,2018-12-22,27750,7425,2054579,1419647.79,147451,18955,35645,478601,2018,12,Winter,4109.16,1419.65,221.18,22.75
O,2018-12-29,27061,7749,2072912,2001276.011,107989,29330,33742,215837,2018,12,Winter,4145.82,2001.28,161.98,35.2
O,2019-01-05,17946,7127,1933682,1998602.782,42325,32658,24736,240793,2019,1,Winter,3867.36,1998.6,63.49,39.19
O,2019-01-12,25284,7863,1782482,1497562.101,100808,46548,33272,194152,2019,1,Winter,3564.96,1497.56,151.21,55.86
O,2019-01-19,27213,6133,1953254,1879475.647,232503,52189,32741,250417,2019,1,Winter,3906.51,1879.48,348.75,62.63
O,2019-01-26,27038,7491,1885465,1530140.2,824696,56606,33892,255379,2019,1,Winter,3770.93,1530.14,1237.04,67.93
O,2019-02-02,18145,6469,2171864,1471922.62,654210,52618,24039,270290,2019,2,Winter,4343.73,1471.92,981.32,63.14
O,2019-02-09,23948,6185,1858872,1477828.875,366454,50033,29953,259119,2019,2,Winter,3717.74,1477.83,549.68,60.04
O,2019-02-16,36242,10146,1428041,1889083.037,368816,48736,46155,362005,2019,2,Winter,2856.08,1889.08,553.22,58.48
O,2019-02-23,13463,8217,1536410,1240808.716,145735,44895,21728,293559,2019,2,Winter,3072.82,1240.81,218.6,53.87
O,2019-03-02,167,8503,2218263,1702922.417,73913,43857,7879,265207,2019,3,Spring,4436.53,1702.92,110.87,52.63
O,2019-03-09,35,7851,2185390,1589163.414,110181,45318,8418,230146,2019,3,Spring,4370.78,1589.16,165.27,54.38
O,2019-03-16,104,11220,2207153,1460765.954,482711,61013,10808,294054,2019,3,Spring,4414.31,1460.77,724.07,73.22
O,2019-03-23,667,18360,2760216,1459489.444,584441,45512,17482,321997,2019,3,Spring,5520.43,1459.49,876.66,54.61
O,2019-03-30,317,20264,1771461,1791160.279,602365,50130,20484,273942,2019,3,Spring,3542.92,1791.16,903.55,60.16
O,2019-04-06,8913,20991,1894855,1500184.896,175446,37288,29542,256543,2019,4,Spring,3789.71,1500.18,263.17,44.75
O,2019-04-13,10489,19570,2743885,1456227.591,333981,42107,29768,247087,2019,4,Spring,5487.77,1456.23,500.97,50.53
O,2019-04-20,16662,21779,2625498,1581535.536,420634,32358,38110,303692,2019,4,Spring,5251.0,1581.54,630.95,38.83
O,2019-04-27,23663,17913,2150833,1836685.811,333040,34770,40359,342947,2019,4,Spring,4301.67,1836.69,499.56,41.72
O,2019-05-04,31493,18486,2604862,1309708.519,233684,25977,49666,266618,2019,5,Spring,5209.72,1309.71,350.53,31.17
O,2019-05-11,36190,24655,2307259,1075534.583,306617,27180,60042,290680,2019,5,Spring,4614.52,1075.53,459.93,32.62
O,2019-05-18,41402,29957,1788742,1269305.757,492019,23598,70190,202851,2019,5,Spring,3577.48,1269.31,738.03,28.32
O,2019-05-25,40707,24894,2555330,1234289.992,546238,23993,65495,244085,2019,5,Spring,5110.66,1234.29,819.36,28.79
O,2019-06-01,51865,30903,2387643,1079618.622,181999,24950,81624,254929,2019,6,Summer,4775.29,1079.62,273.0,29.94
O,2019-06-08,200144,42011,2166105,1003027.224,411041,30316,241896,219228,2019,6,Summer,4332.21,1003.03,616.56,36.38
O,2019-06-15,135283,44529,1566252,1078688.299,442270,33483,179792,276361,2019,6,Summer,3132.5,1078.69,663.4,40.18
O,2019-06-22,66983,42329,1031657,1297286.011,454330,30259,109028,289031,2019,6,Summer,2063.31,1297.29,681.5,36.31
O,2019-06-29,74446,42241,1869096,1334723.771,316516,34900,115777,235397,2019,6,Summer,3738.19,1334.72,474.77,41.88
O,2019-07-06,65649,41773,2441068,1244338.315,223006,54738,106580,231903,2019,7,Summer,4882.14,1244.34,334.51,65.69
O,2019-07-13,60076,68083,2884911,785655.0944,582914,54646,128030,331668,2019,7,Summer,5769.82,785.66,874.37,65.58
O,2019-07-20,55495,90351,2438157,1655849.278,307864,39103,144762,283098,2019,7,Summer,4876.31,1655.85,461.8,46.92
O,2019-07-27,77767,73103,2512297,1048425.739,405722,35551,149979,218124,2019,7,Summer,5024.59,1048.43,608.58,42.66
O,2019-08-03,130894,90063,1242392,824723.9686,180207,27211,220514,261381,2019,8,Summer,2484.78,824.72,270.31,32.65
O,2019-08-10,75274,99889,1476947,1009507.526,285687,29511,174667,212553,2019,8,Summer,2953.89,1009.51,428.53,35.41
O,2019-08-17,75649,97155,1787530,1101282.432,378263,28713,172320,268061,2019,8,Summer,3575.06,1101.28,567.39,34.46
O,2019-08-24,76329,69674,2367602,1093665.129,260689,34406,145127,383742,2019,8,Summer,4735.2,1093.67,391.03,41.29
O,2019-08-31,72267,40735,1723821,1186919.235,255072,26630,113410,302124,2019,8,Summer,3447.64,1186.92,382.61,31.96
O,2019-09-07,77286,34075,2344067,1480394.732,550197,22558,110532,339971,2019,9,Fall,4688.13,1480.39,825.3,27.07
O,2019-09-14,72436,25210,1399053,1883267.804,498819,25898,97600,343878,2019,9,Fall,2798.11,1883.27,748.23,31.08
O,2019-09-21,72063,24476,1427870,1910129.598,915680,23010,96235,252280,2019,9,Fall,2855.74,1910.13,1373.52,27.61
O,2019-09-28,87144,33127,2723287,1129101.896,2877078,28644,119605,274705,2019,9,Fall,5446.57,1129.1,4315.62,34.37
O,2019-10-05,26112,41588,3020392,1633115.156,724639,25130,67242,512992,2019,10,Fall,6040.78,1633.12,1086.96,30.16
O,2019-10-12,21987,27113,2541891,1739536.154,798080,24305,47596,474067,2019,10,Fall,5083.78,1739.54,1197.12,29.17
O,2019-10-19,35862,28259,2318611,1549054.528,739841,31239,62707,452004,2019,10,Fall,4637.22,1549.05,1109.76,37.49
O,2019-10-26,31095,26687,4459523,1522041.542,573111,25441,57360,381046,2019,10,Fall,8919.05,1522.04,859.67,30.53
O,2019-11-02,34180,32293,5252093,1393765.292,667317,24260,65409,373078,2019,11,Fall,10504.19,1393.77,1000.98,29.11
O,2019-11-09,32990,40521,10141086,2241716.592,1100788,22282,73148,697537,2019,11,Fall,20282.17,2241.72,1651.18,26.74
O,2019-11-16,37103,59531,10735172,2895714.823,1868190,22597,96602,771037,2019,11,Fall,21470.34,2895.71,2802.28,27.12
O,2019-11-23,24059,52209,9110638,1569102.57,3463154,22092,75868,778140,2019,11,Fall,18221.28,1569.1,5194.73,26.51
O,2019-11-30,25444,37043,10645783,2891134.865,1889717,32027,62504,1414458,2019,11,Fall,21291.57,2891.13,2834.58,38.43
O,2019-12-07,25030,34473,4957247,2650752.165,1995300,35835,59206,1472586,2019,12,Winter,9914.49,2650.75,2992.95,43.0
O,2019-12-14,24718,38180,1794615,1583826.294,1879345,19755,62655,1009199,2019,12,Winter,3589.23,1583.83,2819.02,23.71
O,2019-12-21,21955,32573,1400046,1602797.865,908687,16146,53950,655924,2019,12,Winter,2800.09,1602.8,1363.03,19.38
O,2019-12-28,27162,40129,2574929,1096047.714,329175,22800,66599,370502,2019,12,Winter,5149.86,1096.05,493.76,27.36
O,2020-01-04,91660,46927,1303360,1264959.856,283557,20345,138420,377327,2020,1,Winter,2606.72,1264.96,425.34,24.41
O,2020-01-11,25731,54676,1170475,1680077.47,411971,25428,80907,290329,2020,1,Winter,2340.95,1680.08,617.96,30.51
O,2020-01-18,55653,49756,1382462,1591697.684,522123,26103,105131,302789,2020,1,Winter,2764.92,1591.7,783.18,31.32
O,2020-01-25,69526,49174,2301878,1316342.351,404846,25684,119054,248209,2020,1,Winter,4603.76,1316.34,607.27,30.82
O,2020-02-01,84267,56717,2616351,4106322.861,158521,26292,140350,243933,2020,2,Winter,5232.7,4106.32,237.78,31.55
O,2020-02-08,79379,61428,2686324,1503218.651,516137,21167,141097,261584,2020,2,Winter,5372.65,1503.22,774.21,25.4
O,2020-02-15,73312,75101,1973543,1189130.17,912486,23493,148445,430355,2020,2,Winter,3947.09,1189.13,1368.73,28.19
O,2020-02-22,64240,76310,1998520,1711780.454,1018314,28307,139111,386540,2020,2,Winter,3997.04,1711.78,1527.47,33.97
O,2020-02-29,49720,60330,1907306,1233603.428,423742,24256,109443,314972,2020,2,Winter,3814.61,1233.6,635.61,29.11
P,2018-01-06,479,128,845,583774.9932,92867,31918,189,67635,2018,1,Winter,1.69,583.77,139.3,38.3
P,2018-01-13,785,719,815,844625.2705,16691,33545,940,96133,2018,1,Winter,1.63,844.63,25.04,40.25
P,2018-01-20,297,687,748,716229.0048,45615,40734,887,91509,2018,1,Winter,1.5,716.23,68.42,48.88
P,2018-01-27,332,251,248,697108.5658,79537,27488,427,81009,2018,1,Winter,0.5,697.11,119.31,32.99
P,2018-02-03,12,639,181,681499.6192,47910,25314,869,83766,2018,2,Winter,0.36,681.5,71.86,30.38
P,2018-02-10,165,452,637,724899.7088,46023,28797,221,73332,2018,2,Winter,1.27,724.9,69.03,34.56
P,2018-02-17,6,906,392,1058002.774,124308,32807,660,106171,2018,2,Winter,0.78,1058.0,186.46,39.37
P,2018-02-24,72,88,806,925490.9671,625,24714,60,112742,2018,2,Winter,1.61,925.49,0.94,29.66
P,2018-03-03,363,727,575,705625.4589,11129,29714,546,108682,2018,3,Spring,1.15,705.63,16.69,35.66
P,2018-03-10,641,249,184,786950.4703,79005,30730,752,101336,2018,3,Spring,0.37,786.95,118.51,36.88
P,2018-03-17,368,119,841,775748.7725,11549,31544,165,110680,2018,3,Spring,1.68,775.75,17.32,37.85
P,2018-03-24,82,661,927,707843.2215,74377,33374,144,110051,2018,3,Spring,1.85,707.84,111.57,40.05
P,2018-03-31,605,172,376,712878.573,43055,33787,310,79897,2018,3,Spring,0.75,712.88,64.58,40.54
P,2018-04-07,576,678,204713,699055.3157,87602,27380,672,73585,2018,4,Spring,409.43,699.06,131.4,32.86
P,2018-04-14,209,400,355497,846837.4449,63269,27405,821,79120,2018,4,Spring,710.99,846.84,94.9,32.89
P,2018-04-21,733,31,326710,686825.8804,45759,32343,887,91111,2018,4,Spring,653.42,686.83,68.64,38.81
P,2018-04-28,47,96,356628,789341.9878,28457,24609,795,83443,2018,4,Spring,713.26,789.34,42.69,29.53
P,2018-05-05,689,595,409284,666385.0163,54982,21030,767,93888,2018,5,Spring,818.57,666.39,82.47,25.24
P,2018-05-12,534,48,528185,579232.1369,44848,25462,459,100435,2018,5,Spring,1056.37,579.23,67.27,30.55
P,2018-05-19,63,408,512766,631832.7069,5895,23485,249,75507,2018,5,Spring,1025.53,631.83,8.84,28.18
P,2018-05-26,583,736,515036,762482.5039,16873,26781,445,80435,2018,5,Spring,1030.07,762.48,25.31,32.14
P,2018-06-02,221,78,399621,558023.7948,55446,26822,146,83027,2018,6,Summer,799.24,558.02,83.17,32.19
P,2018-06-09,261,209,355637,626924.6717,84948,21740,766,87246,2018,6,Summer,711.27,626.92,127.42,26.09
P,2018-06-16,306,113,321196,564212.7013,44648,23125,588,81040,2018,6,Summer,642.39,564.21,66.97,27.75
P,2018-06-23,986,177,345789,658653.397,29489,27508,461,61272,2018,6,Summer,691.58,658.65,44.23,33.01
P,2018-06-30,110,477,405673,620658.6763,38328,25737,242,98648,2018,6,Summer,811.35,620.66,57.49,30.88
P,2018-07-07,159,927,579696,540187.1006,30780,26190,881,65013,2018,7,Summer,1159.39,540.19,46.17,31.43
P,2018-07-14,896,268,654550,773160.5571,123195,31027,254,86059,2018,7,Summer,1309.1,773.16,184.79,37.23
P,2018-07-21,878,275,550297,587002.3126,108024,27906,977,124571,2018,7,Summer,1100.59,587.0,162.04,33.49
P,2018-07-28,648,392,555865,612599.3906,69880,27433,246,73713,2018,7,Summer,1111.73,612.6,104.82,32.92
P,2018-08-04,420,563,529436,478241.5301,79550,25436,921,77668,2018,8,Summer,1058.87,478.24,119.32,30.52
P,2018-08-11,256,693,577048,596236.2576,98948,22707,806,75270,2018,8,Summer,1154.1,596.24,148.42,27.25
P,2018-08-18,624,139,841103,690033.7389,157628,23807,168,93039,2018,8,Summer,1682.21,690.03,236.44,28.57
P,2018-08-25,493,705,866702,699394.6359,296539,27977,299,103608,2018,8,Summer,1733.4,699.39,444.81,33.57
P,2018-09-01,602,377,905125,553481.2425,232061,22042,715,89595,2018,9,Fall,1810.25,553.48,348.09,26.45
P,2018-09-08,255,955,863889,579864.3373,251242,20311,477,79080,2018,9,Fall,1727.78,579.86,376.86,24.37
P,2018-09-15,695,227,951236,563803.6898,205380,15967,51,101707,2018,9,Fall,1902.47,563.8,308.07,19.16
P,2018-09-22,763,909,921318,546600.865,214139,9943,151,101231,2018,9,Fall,1842.64,546.6,321.21,11.93
P,2018-09-29,233,297,1160959,481783.5451,201437,12282,97,98904,2018,9,Fall,2321.92,481.78,302.16,14.74
P,2018-10-06,265,466,1093613,442351.4612,93417,11313,883,115063,2018,10,Fall,2187.23,442.35,140.13,13.58
P,2018-10-13,655,1195,861964,438569.2653,110034,12537,1352,143780,2018,10,Fall,1723.93,438.57,165.05,15.04
P,2018-10-20,369,953,1129903,431883.5072,99772,12141,1412,187322,2018,10,Fall,2259.81,431.88,149.66,14.57
P,2018-10-27,415,1426,1049835,456530.6764,102019,10816,884,117485,2018,10,Fall,2099.67,456.53,153.03,12.98
P,2018-11-03,73,1248,1061180,447580.3393,158134,10287,1229,186760,2018,11,Fall,2122.36,447.58,237.2,12.34
P,2018-11-10,405,3541,1874690,929800.0236,241236,10785,3763,269303,2018,11,Fall,3749.38,929.8,361.85,12.94
P,2018-11-17,454,2392,2783706,912697.5735,308680,8812,2295,286936,2018,11,Fall,5567.41,912.7,463.02,10.57
P,2018-11-24,610,1082,3169180,928444.7173,629816,9613,1003,423636,2018,11,Fall,6338.36,928.44,944.72,11.54
P,2018-12-01,984,1389,2089180,1147692.409,129673,11566,1173,365644,2018,12,Winter,4178.36,1147.69,194.51,13.88
P,2018-12-08,12467,3434,954875,709894.6944,63956,11822,15187,277438,2018,12,Winter,1909.75,709.89,95.93,14.19
P,2018-12-15,10204,3506,714138,589614.2736,121071,8111,13734,292881,2018,12,Winter,1428.28,589.61,181.61,9.73
P,2018-12-22,3334,2983,634430,575784.9879,52458,8960,6121,171420,2018,12,Winter,1268.86,575.78,78.69,10.75
P,2018-12-29,3481,2950,676789,810920.1665,32317,12842,5367,80022,2018,12,Winter,1353.58,810.92,48.48,15.41
P,2019-01-05,2293,2225,642316,809822.754,13080,12952,3395,89386,2019,1,Winter,1284.63,809.82,19.62,15.54
P,2019-01-12,4734,2156,574167,606728.8437,35791,21260,5862,96651,2019,1,Winter,1148.33,606.73,53.69,25.51
P,2019-01-19,4616,1883,623478,761890.3422,83589,23720,6736,93568,2019,1,Winter,1246.96,761.89,125.38,28.46
P,2019-01-26,4430,2504,590656,620114.9677,271610,24217,6647,91227,2019,1,Winter,1181.31,620.11,407.42,29.06
P,2019-02-02,3912,1499,687562,595785.0996,189651,23493,4456,89222,2019,2,Winter,1375.12,595.79,284.48,28.19
P,2019-02-09,4821,2058,621525,599399.1263,102061,23044,5274,86813,2019,2,Winter,1243.05,599.4,153.09,27.65
P,2019-02-16,6263,3107,486133,765330.8982,127374,21504,8958,131154,2019,2,Winter,972.27,765.33,191.06,25.8
P,2019-02-23,2054,2506,497498,503132.2448,53302,18092,3988,108898,2019,2,Winter,995.0,503.13,79.95,21.71
P,2019-03-02,769,2032,737324,689482.2695,27830,19055,1450,112143,2019,3,Spring,1474.65,689.48,41.74,22.87
P,2019-03-09,183,1412,744769,643280.112,40338,18770,984,105137,2019,3,Spring,1489.54,643.28,60.51,22.52
P,2019-03-16,96,1435,746310,591719.7353,81302,27883,1675,104765,2019,3,Spring,1492.62,591.72,121.95,33.46
P,2019-03-23,681,4042,924729,591562.1311,111037,20333,3637,111904,2019,3,Spring,1849.46,591.56,166.56,24.4
P,2019-03-30,840,4542,579040,725592.3497,144623,21994,5024,98301,2019,3,Spring,1158.08,725.59,216.93,26.39
P,2019-04-06,1078,6237,607165,608404.1139,57326,16596,7324,87756,2019,4,Spring,1214.33,608.4,85.99,19.92
P,2019-04-13,1745,5509,905382,589875.164,115144,16950,6229,81797,2019,4,Spring,1810.76,589.88,172.72,20.34
P,2019-04-20,2741,6455,906321,641187.2819,158645,13941,7913,98594,2019,4,Spring,1812.64,641.19,237.97,16.73
P,2019-04-27,3076,4938,719671,743912.6352,141137,15596,7253,106718,2019,4,Spring,1439.34,743.91,211.71,18.72
P,2019-05-04,3652,5977,862313,530776.1289,93276,10542,8952,105670,2019,5,Spring,1724.63,530.78,139.91,12.65
P,2019-05-11,4933,7195,775310,435686.0821,121807,11665,11570,92519,2019,5,Spring,1550.62,435.69,182.71,14.0
P,2019-05-18,6230,7620,603362,514835.6173,181673,12233,13125,77191,2019,5,Spring,1206.72,514.84,272.51,14.68
P,2019-05-25,6163,6457,829062,500298.8398,202534,9927,12812,89355,2019,5,Spring,1658.12,500.3,303.8,11.91
P,2019-06-01,7521,7927,781321,437521.5438,68417,9600,15380,93068,2019,6,Summer,1562.64,437.52,102.63,11.52
P,2019-06-08,45140,12929,691599,406358.8487,156710,11502,57964,89045,2019,6,Summer,1383.2,406.36,235.06,13.8
P,2019-06-15,29992,12795,521005,436763.7963,174311,14725,41655,98479,2019,6,Summer,1042.01,436.76,261.47,17.67
P,2019-06-22,11315,11894,340909,525739.7633,160723,10989,23791,120319,2019,6,Summer,681.82,525.74,241.08,13.19
P,2019-06-29,12941,11447,607819,541185.6237,99906,9896,22854,87732,2019,6,Summer,1215.64,541.19,149.86,11.88
P,2019-07-06,10524,11882,815280,504435.5746,85269,9202,21639,80036,2019,7,Summer,1630.56,504.44,127.9,11.04
P,2019-07-13,10314,18480,969742,318378.9845,217428,14452,28498,120898,2019,7,Summer,1939.48,318.38,326.14,17.34
P,2019-07-20,8609,26998,824449,670708.3031,117657,14704,35533,87217,2019,7,Summer,1648.9,670.71,176.49,17.64
P,2019-07-27,14136,22087,840671,424965.2106,146948,11072,35828,69762,2019,7,Summer,1681.34,424.97,220.42,13.29
P,2019-08-03,31818,26707,408793,334809.3746,62623,10570,57654,85306,2019,8,Summer,817.59,334.81,93.93,12.68
P,2019-08-10,14496,32637,512502,408844.9319,86689,11026,45734,65984,2019,8,Summer,1025.0,408.84,130.03,13.23
P,2019-08-17,14395,29917,620270,446078.7124,128027,14972,43866,96926,2019,8,Summer,1240.54,446.08,192.04,17.97
P,2019-08-24,15431,20821,727967,443046.0954,93330,12024,35978,134138,2019,8,Summer,1455.93,443.05,140.0,14.43
P,2019-08-31,14936,12414,488126,480994.9962,90599,11391,27258,99164,2019,8,Summer,976.25,480.99,135.9,13.67
P,2019-09-07,15174,11848,800326,599811.1238,219033,7981,26231,109667,2019,9,Fall,1600.65,599.81,328.55,9.58
P,2019-09-14,14322,9370,465367,762848.7399,197333,9483,22480,121920,2019,9,Fall,930.73,762.85,296.0,11.38
P,2019-09-21,14072,8581,479699,774151.5235,324147,9279,22107,87621,2019,9,Fall,959.4,774.15,486.22,11.13
P,2019-09-28,18160,10664,904392,457860.3339,954887,9866,27840,92634,2019,9,Fall,1808.78,457.86,1432.33,11.84
P,2019-10-05,5070,10760,1015641,661790.0721,251222,9979,15586,159517,2019,10,Fall,2031.28,661.79,376.83,11.97
P,2019-10-12,4605,6052,814698,705036.6465,288236,8473,10648,144252,2019,10,Fall,1629.4,705.04,432.35,10.17
P,2019-10-19,6625,7728,754080,627233.4666,254275,10218,13690,151854,2019,10,Fall,1508.16,627.23,381.41,12.26
P,2019-10-26,5140,8780,1443474,616189.2215,231214,10603,12947,142600,2019,10,Fall,2886.95,616.19,346.82,12.72
P,2019-11-02,4539,9982,1722016,565202.7772,244863,8478,14686,152883,2019,11,Fall,3444.03,565.2,367.29,10.17
P,2019-11-09,5273,12839,3424369,908712.4286,421533,9325,16978,276413,2019,11,Fall,6848.74,908.71,632.3,11.19
P,2019-11-16,5266,18708,3817730,1173186.905,683792,8818,23424,259830,2019,11,Fall,7635.46,1173.19,1025.69,10.58
P,2019-11-23,2808,15344,3206828,635969.196,1392990,10692,18454,283680,2019,11,Fall,6413.66,635.97,2089.48,12.83
P,2019-11-30,3583,11421,3608775,1171205.618,793045,9524,13647,499724,2019,11,Fall,7217.55,1171.21,1189.57,11.43
P,2019-12-07,3243,10796,1644377,1073836.805,860075,9936,13403,527011,2019,12,Winter,3288.75,1073.84,1290.11,11.92
P,2019-12-14,3814,10344,572459,641460.7417,801309,6884,14020,390260,2019,12,Winter,1144.92,641.46,1201.96,8.26
P,2019-12-21,2709,9243,439896,649376.2468,370536,6921,12547,255356,2019,12,Winter,879.79,649.38,555.8,8.31
P,2019-12-28,3172,11817,890443,444428.528,127493,10814,13817,141548,2019,12,Winter,1780.89,444.43,191.24,12.98
P,2020-01-04,17948,13408,439588,512470.9965,103418,9303,30276,137433,2020,1,Winter,879.18,512.47,155.13,11.16
P,2020-01-11,4168,15796,400891,680850.6671,147143,11343,19634,102801,2020,1,Winter,801.78,680.85,220.71,13.61
P,2020-01-18,8087,16724,472279,644701.818,170733,11336,24654,121625,2020,1,Winter,944.56,644.7,256.1,13.6
P,2020-01-25,11757,16210,809327,533594.0876,134951,11577,27522,99000,2020,1,Winter,1618.65,533.59,202.43,13.89
P,2020-02-01,14075,19641,899152,1663251.786,50648,10572,32833,87633,2020,2,Winter,1798.3,1663.25,75.97,12.69
P,2020-02-08,12475,19641,938791,608950.0271,188877,17917,31888,105378,2020,2,Winter,1877.58,608.95,283.32,21.5
P,2020-02-15,11972,21796,698233,481588.7265,354191,11973,33519,169963,2020,2,Winter,1396.47,481.59,531.29,14.37
P,2020-02-22,9981,21922,681970,693531.8814,353430,10775,31718,136343,2020,2,Winter,1363.94,693.53,530.14,12.93
P,2020-02-29,8549,17833,647585,499999.2349,180094,9425,24745,120290,2020,2,Winter,1295.17,500.0,270.14,11.31
Q,2018-01-06,189,740,888,647195.5485,148616,41530,348,102692,2018,1,Winter,1.78,647.2,222.92,49.84
Q,2018-01-13,762,631,359,936078.6228,27617,34784,419,102975,2018,1,Winter,0.72,936.08,41.43,41.74
Q,2018-01-20,673,473,768,793897.4898,73760,50431,317,91349,2018,1,Winter,1.54,793.9,110.64,60.52
Q,2018-01-27,128,175,484,772111.6229,128125,34810,280,107117,2018,1,Winter,0.97,772.11,192.19,41.77
Q,2018-02-03,620,244,572,754273.1554,75916,27730,741,100727,2018,2,Winter,1.14,754.27,113.87,33.28
Q,2018-02-10,856,679,162,802731.6823,75359,32999,531,84427,2018,2,Winter,0.32,802.73,113.04,39.6
Q,2018-02-17,182,23,885,1171812.413,180665,32186,359,130678,2018,2,Winter,1.77,1171.81,271.0,38.62
Q,2018-02-24,889,373,99,1025699.491,813,23496,3,126423,2018,2,Winter,0.2,1025.7,1.22,28.2
Q,2018-03-03,338,685,512,782195.9075,20027,29223,383,112471,2018,3,Spring,1.02,782.2,30.04,35.07
Q,2018-03-10,309,713,606,871969.2647,108005,30412,927,113117,2018,3,Spring,1.21,871.97,162.01,36.49
Q,2018-03-17,548,707,727,859656.5424,13619,37878,392,122625,2018,3,Spring,1.45,859.66,20.43,45.45
Q,2018-03-24,329,967,516,784370.3767,110548,41795,668,114714,2018,3,Spring,1.03,784.37,165.82,50.15
Q,2018-03-31,532,722,614,789679.3836,72324,37194,284,99234,2018,3,Spring,1.23,789.68,108.49,44.63
Q,2018-04-07,581,363,228222,774525.4048,130158,29817,150,76846,2018,4,Spring,456.44,774.53,195.24,35.78
Q,2018-04-14,980,146,392324,937136.7851,93592,29848,909,96365,2018,4,Spring,784.65,937.14,140.39,35.82
Q,2018-04-21,714,145,372988,761014.1956,67305,34580,849,100277,2018,4,Spring,745.98,761.01,100.96,41.5
Q,2018-04-28,328,594,377619,874357.5529,43128,24262,532,95907,2018,4,Spring,755.24,874.36,64.69,29.11
Q,2018-05-05,947,306,413310,738368.5313,82178,24566,643,96211,2018,5,Spring,826.62,738.37,123.27,29.48
Q,2018-05-12,821,533,572045,642172.5022,77649,33987,4,95560,2018,5,Spring,1144.09,642.17,116.47,40.78
Q,2018-05-19,345,366,549262,700327.9513,8587,27632,315,91144,2018,5,Spring,1098.52,700.33,12.88,33.16
Q,2018-05-26,753,129,519046,845342.9834,25682,29783,361,92504,2018,5,Spring,1038.09,845.34,38.52,35.74
Q,2018-06-02,624,697,426873,617939.9778,84318,35960,68,89211,2018,6,Summer,853.75,617.94,126.48,43.15
Q,2018-06-09,367,739,399301,693872.4004,136499,29413,175,84525,2018,6,Summer,798.6,693.87,204.75,35.3
Q,2018-06-16,198,999,381699,624926.0369,71823,29911,222,101129,2018,6,Summer,763.4,624.93,107.73,35.89
Q,2018-06-23,898,202,408441,728982.8305,47020,34266,663,77598,2018,6,Summer,816.88,728.98,70.53,41.12
Q,2018-06-30,905,450,467180,687217.6907,61840,35574,266,97487,2018,6,Summer,934.36,687.22,92.76,42.69
Q,2018-07-07,555,542,645216,598767.9246,51231,35482,688,74448,2018,7,Summer,1290.43,598.77,76.85,42.58
Q,2018-07-14,451,911,758971,856391.9847,184263,38721,522,101771,2018,7,Summer,1517.94,856.39,276.39,46.47
Q,2018-07-21,512,857,597427,650969.8719,158755,36761,497,134919,2018,7,Summer,1194.85,650.97,238.13,44.11
Q,2018-07-28,893,712,606505,678743.3375,100736,29354,649,93750,2018,7,Summer,1213.01,678.74,151.1,35.22
Q,2018-08-04,907,321,569800,529924.8167,111947,30275,712,82731,2018,8,Summer,1139.6,529.92,167.92,36.33
Q,2018-08-11,521,757,615729,660396.598,141332,24773,39,82480,2018,8,Summer,1231.46,660.4,212.0,29.73
Q,2018-08-18,654,522,903857,764034.2963,236025,28028,441,111609,2018,8,Summer,1807.71,764.03,354.04,33.63
Q,2018-08-25,269,723,915589,774636.6962,439482,33347,930,120869,2018,8,Summer,1831.18,774.64,659.22,40.02
Q,2018-09-01,943,833,1019009,612692.2551,340246,27198,894,102197,2018,9,Fall,2038.02,612.69,510.37,32.64
Q,2018-09-08,714,904,918706,643275.8258,407684,25248,128,115391,2018,9,Fall,1837.41,643.28,611.53,30.3
Q,2018-09-15,598,880,1013644,624520.434,307624,20045,839,117568,2018,9,Fall,2027.29,624.52,461.44,24.05
Q,2018-09-22,656,492,958299,605528.1769,334323,13888,177,113269,2018,9,Fall,1916.6,605.53,501.48,16.67
Q,2018-09-29,120,696,1103238,534175.4015,309503,17400,78,139182,2018,9,Fall,2206.48,534.18,464.25,20.88
Q,2018-10-06,906,1529,1036112,490571.7729,140313,14059,1653,139650,2018,10,Fall,2072.22,490.57,210.47,16.87
Q,2018-10-13,180,2641,948306,486082.3011,176864,14884,2763,152792,2018,10,Fall,1896.61,486.08,265.3,17.86
Q,2018-10-20,644,2891,1291300,478663.9615,157755,15001,3074,164056,2018,10,Fall,2582.6,478.66,236.63,18.0
Q,2018-10-27,421,2557,1151402,505970.203,159950,12577,2377,153185,2018,10,Fall,2302.8,505.97,239.92,15.09
Q,2018-11-03,772,3221,1167913,496267.7525,241738,13111,2542,192111,2018,11,Fall,2335.83,496.27,362.61,15.73
Q,2018-11-10,29,7455,2077302,1029534.187,341108,14194,7509,310919,2018,11,Fall,4154.6,1029.53,511.66,17.03
Q,2018-11-17,866,4831,3281448,1010844.973,510616,10037,4767,349937,2018,11,Fall,6562.9,1010.84,765.92,12.04
Q,2018-11-24,855,2858,3734429,1028658.667,1005215,12325,3609,561412,2018,11,Fall,7468.86,1028.66,1507.82,14.79
Q,2018-12-01,1563,2129,2464701,1272041.701,185341,15928,3839,427539,2018,12,Winter,4929.4,1272.04,278.01,19.11
Q,2018-12-08,25743,2564,1163129,787182.3396,90247,15176,27327,289306,2018,12,Winter,2326.26,787.18,135.37,18.21
